      P01311         
   1.000000  0.010505
   0.996068  0.011447
   0.991003  0.012753
   0.984240  0.014545
   0.975174  0.016890
   0.963722  0.019727
   0.950608  0.022808
   0.936703  0.025878
   0.922477  0.028796
   0.908054  0.031529
   0.893469  0.034099
   0.878757  0.036532
   0.863977  0.038838
   0.849145  0.041018
   0.834282  0.043078
   0.819398  0.045016
   0.804503  0.046831
   0.789592  0.048520
   0.774658  0.050088
   0.759723  0.051534
   0.744774  0.052850
   0.729788  0.054045
   0.714753  0.055130
   0.699673  0.056119
   0.684559  0.057020
   0.669418  0.057839
   0.654245  0.058583
   0.639053  0.059259
   0.623846  0.059870
   0.608625  0.060418
   0.593389  0.060908
   0.578148  0.061342
   0.562901  0.061720
   0.547647  0.062043
   0.532388  0.062313
   0.517122  0.062533
   0.501856  0.062701
   0.486585  0.062820
   0.471317  0.062888
   0.456038  0.062908
   0.440777  0.062883
   0.425549  0.062799
   0.410325  0.062648
   0.395095  0.062437
   0.379876  0.062164
   0.364671  0.061826
   0.349481  0.061418
   0.334292  0.060938
   0.319117  0.060384
   0.303916  0.059747
   0.288628  0.059061
   0.273377  0.058346
   0.258174  0.057574
   0.242990  0.056736
   0.227841  0.055832
   0.212751  0.054847
   0.197705  0.053768
   0.182723  0.052590
   0.167876  0.051299
   0.153187  0.049836
   0.138541  0.048170
   0.123947  0.046316
   0.109484  0.044269
   0.095192  0.042006
   0.081156  0.039516
   0.067573  0.036791
   0.054699  0.033810
   0.042856  0.030589
   0.032463  0.027236
   0.023856  0.023886
   0.017021  0.020614
   0.011724  0.017448
   0.007679  0.014370
   0.004644  0.011354
   0.002466  0.008396
   0.001047  0.005497
   0.000281  0.002724
   0.000156  0.000103
   0.000865 -0.002304
   0.002883 -0.004059
   0.005052 -0.006193
   0.007820 -0.008517
   0.011345 -0.011228
   0.015813 -0.014328
   0.021612 -0.017735
   0.029020 -0.021407
   0.038078 -0.025179
   0.048595 -0.028833
   0.060152 -0.032117
   0.072661 -0.034973
   0.085985 -0.037496
   0.099825 -0.039732
   0.114031 -0.041708
   0.128479 -0.043463
   0.143090 -0.045018
   0.157818 -0.046393
   0.172643 -0.047608
   0.187537 -0.048676
   0.202500 -0.049614
   0.217507 -0.050433
   0.232560 -0.051141
   0.247644 -0.051750
   0.262752 -0.052264
   0.277879 -0.052688
   0.293015 -0.053024
   0.308167 -0.053276
   0.323321 -0.053446
   0.338481 -0.053533
   0.353640 -0.053539
   0.368793 -0.053463
   0.383945 -0.053303
   0.399094 -0.053060
   0.414229 -0.052732
   0.429359 -0.052315
   0.444472 -0.051812
   0.459550 -0.051213
   0.474607 -0.050508
   0.489642 -0.049702
   0.504608 -0.048783
   0.519510 -0.047731
   0.534360 -0.046528
   0.549188 -0.045164
   0.564022 -0.043641
   0.578865 -0.041968
   0.593725 -0.040152
   0.608597 -0.038201
   0.623493 -0.036123
   0.638423 -0.033930
   0.653389 -0.031634
   0.668415 -0.029248
   0.683502 -0.026803
   0.698609 -0.024313
   0.713753 -0.021784
   0.728920 -0.019237
   0.744069 -0.016698
   0.759163 -0.014196
   0.774192 -0.011753
   0.789146 -0.009399
   0.804033 -0.007154
   0.818854 -0.005044
   0.833609 -0.003091
   0.848308 -0.001317
   0.862951  0.000260
   0.877529  0.001616
   0.892055  0.002732
   0.906519  0.003592
   0.920921  0.004174
   0.935236  0.004480
   0.949295  0.004514
   0.962674  0.004326
   0.974427  0.004017
   0.983758  0.003686
   0.990732  0.003439
   0.995957  0.003219
   1.000000  0.003078
