RAE5215 MODIFIED
     1.000000    0.003800
     0.997034    0.004243
     0.992048    0.004998
     0.986264    0.005879
     0.979469    0.006910
     0.971380    0.008113
     0.961640    0.009544
     0.949893    0.011279
     0.935962    0.013336
     0.920024    0.015649
     0.902452    0.018116
     0.883550    0.020717
     0.863829    0.023432
     0.843819    0.026163
     0.823759    0.028848
     0.803680    0.031460
     0.783544    0.034005
     0.763430    0.036481
     0.743474    0.038860
     0.723705    0.041116
     0.704081    0.043240
     0.684604    0.045219
     0.665314    0.047037
     0.646171    0.048677
     0.627018    0.050139
     0.607697    0.051449
     0.588187    0.052631
     0.568580    0.053691
     0.548967    0.054622
     0.529378    0.055421
     0.509786    0.056087
     0.490103    0.056622
     0.470217    0.057039
     0.450132    0.057362
     0.430011    0.057607
     0.409997    0.057760
     0.390054    0.057804
     0.370048    0.057741
     0.349959    0.057584
     0.329905    0.057339
     0.309953    0.056996
     0.290021    0.056542
     0.270028    0.055986
     0.250073    0.055342
     0.230324    0.054641
     0.210804    0.053841
     0.191479    0.052926
     0.172519    0.051900
     0.154199    0.050755
     0.136584    0.049467
     0.119773    0.048070
     0.104306    0.046671
     0.090707    0.045286
     0.079062    0.043892
     0.069123    0.042451
     0.060525    0.040916
     0.052947    0.039278
     0.046202    0.037551
     0.040202    0.035788
     0.034882    0.034026
     0.030169    0.032245
     0.025965    0.030425
     0.022189    0.028573
     0.018790    0.026708
     0.015732    0.024836
     0.012984    0.022959
     0.010526    0.021075
     0.008329    0.019152
     0.006400    0.017150
     0.004770    0.015019
     0.003390    0.012821
     0.002277    0.010568
     0.001413    0.008278
     0.000762    0.005978
     0.000316    0.003692
     0.000079    0.001427
     0.000036   -0.000821
     0.000247   -0.003043
     0.000887   -0.005184
     0.001939   -0.007203
     0.003468   -0.008970
     0.005324   -0.010554
     0.007455   -0.011969
     0.009833   -0.013273
     0.012481   -0.014434
     0.015441   -0.015474
     0.018720   -0.016477
     0.022351   -0.017496
     0.026378   -0.018572
     0.030875   -0.019674
     0.035965   -0.020768
     0.041814   -0.021876
     0.048614   -0.023025
     0.056587   -0.024236
     0.065937   -0.025553
     0.076796   -0.026969
     0.089206   -0.028409
     0.103292   -0.029822
     0.119099   -0.031218
     0.136273   -0.032581
     0.154266   -0.033854
     0.172743   -0.035003
     0.191566   -0.036006
     0.210703   -0.036862
     0.230080   -0.037590
     0.249540   -0.038193
     0.268965   -0.038659
     0.288321   -0.038979
     0.307626   -0.039146
     0.326921   -0.039153
     0.346245   -0.039005
     0.365603   -0.038706
     0.384976   -0.038259
     0.404326   -0.037666
     0.423606   -0.036927
     0.442782   -0.036034
     0.461850   -0.034976
     0.480840   -0.033746
     0.499821   -0.032334
     0.518904   -0.030731
     0.538192   -0.028945
     0.557721   -0.026994
     0.577464   -0.024901
     0.597405   -0.022686
     0.617563   -0.020372
     0.637891   -0.018003
     0.658153   -0.015658
     0.678079   -0.013418
     0.697680   -0.011330
     0.717184   -0.009395
     0.736703   -0.007590
     0.756119   -0.005922
     0.775321   -0.004421
     0.794387   -0.003102
     0.813424   -0.001957
     0.832388   -0.000983
     0.851186   -0.000187
     0.869844    0.000428
     0.888229    0.000888
     0.905804    0.001201
     0.922170    0.001327
     0.937163    0.001289
     0.950436    0.001159
     0.961796    0.000983
     0.971370    0.000787
     0.979413    0.000597
     0.986201    0.000417
     0.991995    0.000237
     0.997007    0.000077
     1.000000    0.000000
